#{"t_start": 1777198318.5475886, "env_id": "Reacher-v4"}
r,l,t
-25.95201,50,62.123804
-25.929878,50,62.176901
-21.512541,50,62.294109
-23.849833,50,62.347855
-21.343329,50,62.402151
-23.527392,50,62.468121
-23.440791,50,62.537467
-23.358103,50,62.605854
-18.482582,50,62.662059
-28.626198,50,62.791852
-21.14062,50,62.869741
-22.83122,50,62.930009
-27.992536,50,62.998103
-30.883216,50,63.078467
-22.333849,50,63.13852
-25.634271,50,63.178005
-23.476675,50,63.235918
-25.612173,50,63.312268
-19.248448,50,63.377838
-30.549325,50,63.431758
-26.07311,50,63.486215
-30.948661,50,63.543282
-23.916669,50,63.632933
-22.391523,50,63.694177
-28.255703,50,63.749033
-23.947926,50,63.792053
-22.694728,50,63.835129
-24.235873,50,63.87302
-29.237303,50,63.90942
-27.011175,50,63.955335
-27.462901,50,64.00986
-25.416976,50,64.06794
-22.550714,50,64.140601
-28.525042,50,64.223568
-24.844679,50,64.29264
-29.355464,50,64.346525
-24.043832,50,64.400703
-23.868412,50,64.454759
-23.759477,50,64.509613
-27.059698,50,64.554781
-25.110752,50,64.646307
-24.681318,50,64.683546
-21.907127,50,64.766749
-30.421804,50,64.828826
-29.735912,50,64.884544
-22.207159,50,64.939081
-22.02392,50,64.993441
-21.944824,50,65.051608
-24.147775,50,65.105922
-27.556306,50,65.159505
-19.595881,50,65.374642
-25.906344,50,65.432226
-18.680176,50,65.48656
-21.70076,50,65.553708
-32.151348,50,65.611688
-19.484688,50,65.666794
-31.698735,50,65.729827
-26.574331,50,65.783964
-24.071814,50,65.851154
-25.84346,50,65.907421
-24.943951,50,65.961234
-21.534424,50,66.017964
-21.29936,50,66.062341
-26.937454,50,66.097903
-26.573669,50,66.183023
-24.730324,50,66.225564
-23.37896,50,66.29239
-25.061033,50,66.346394
-24.315149,50,66.40241
-20.970015,50,66.457183
-21.42263,50,66.51374
-20.967372,50,66.56779
-24.177774,50,66.627934
-23.741737,50,66.684646
-22.37537,50,66.754258
-30.735213,50,66.809949
-24.620635,50,66.870088
-16.839609,50,66.927479
-22.052466,50,66.990745
-21.240348,50,67.052833
-18.434032,50,67.108231
-27.152571,50,67.164818
-26.553022,50,67.232047
-28.283823,50,67.285926
-24.129481,50,67.342306
-24.521551,50,67.396912
-25.223747,50,67.452418
-32.133821,50,67.506633
-28.258838,50,67.560642
-20.004266,50,67.621265
-23.584832,50,67.768542
-19.154194,50,67.822711
-23.322343,50,67.876995
-20.251494,50,68.000325
-20.547239,50,68.055929
-25.518598,50,68.130451
-26.061202,50,68.189553
-23.937876,50,68.244325
-22.294311,50,68.341198
-20.661423,50,68.395825
-22.480783,50,68.450274
-19.254454,50,68.515032
-25.309763,50,68.578279
-22.711733,50,68.647066
-23.092337,50,68.702408
-27.443254,50,68.757177
-25.075171,50,68.835234
-25.06481,50,68.901399
-23.221627,50,68.962318
-24.88378,50,69.017358
-21.608356,50,69.076901
-24.174051,50,69.157987
-22.46347,50,69.21229
-23.014237,50,69.266808
-26.090444,50,69.333321
-23.523803,50,69.407604
-20.587766,50,69.466381
-21.076886,50,69.523911
-22.463565,50,69.584436
-24.807206,50,69.671408
-21.578924,50,69.729783
-23.171247,50,69.786853
-21.065153,50,69.860816
-19.709734,50,69.921487
-26.447499,50,69.980877
-23.927913,50,70.034243
-19.51659,50,70.093438
-23.233824,50,70.15929
-24.886984,50,70.2204
-20.951238,50,70.283757
-23.934256,50,70.380555
-24.00995,50,70.43655
-19.551501,50,70.495871
-24.07849,50,70.557987
-25.706459,50,70.620505
-18.984422,50,70.680615
-23.757857,50,70.742323
-24.483385,50,70.796855
-25.495116,50,70.857388
-23.130236,50,70.911908
-17.588043,50,70.967016
-27.277727,50,71.022053
-22.16722,50,71.082842
-27.14411,50,71.137182
-24.848297,50,71.194201
-22.257486,50,71.254077
-19.112734,50,71.321655
-25.778884,50,71.376836
-22.194639,50,71.435841
-21.615516,50,71.493291
-20.635105,50,71.549221
-21.235525,50,71.60815
-26.486121,50,71.663899
-22.805285,50,71.722021
-27.550422,50,71.776219
-21.387517,50,71.821828
-22.778853,50,71.86798
-25.662529,50,71.928528
-21.337632,50,71.988265
-26.408409,50,72.046118
-19.769965,50,72.101655
-22.399059,50,72.206462
-23.035812,50,72.255501
-20.630896,50,72.307005
-24.579309,50,72.400512
-23.269638,50,72.454691
-23.213417,50,72.512203
-21.562837,50,72.567998
-29.842535,50,72.626054
-20.209412,50,72.685891
-24.991142,50,72.737629
-23.63958,50,72.790078
-24.744654,50,72.846461
-27.123734,50,72.902148
-23.302157,50,72.958228
-19.435333,50,73.014496
-23.046969,50,73.072804
-24.40913,50,73.135657
-22.577296,50,73.212502
-25.537042,50,73.267507
-26.020704,50,73.323042
-23.142605,50,73.378709
-25.422113,50,73.435215
-23.898101,50,73.490331
-25.69362,50,73.546706
-20.209833,50,73.601132
-20.082442,50,73.672832
-24.37763,50,73.72911
-22.28705,50,73.785663
-20.219452,50,73.840935
-24.205764,50,73.914496
-18.816571,50,73.971337
-20.827793,50,74.035314
-22.338752,50,74.09094
-22.63428,50,74.162968
-23.005276,50,74.236137
-21.01807,50,74.292723
-22.625575,50,74.348246
-21.203945,50,74.405732
-31.102119,50,74.460833
-33.389607,50,74.517763
-20.003131,50,74.572986
-24.62169,50,74.64296
-21.124411,50,74.699193
-24.871089,50,74.754772
-24.300475,50,74.818164
-21.52952,50,74.87078
-19.587866,50,74.913232
-24.068606,50,74.954737
-23.828244,50,74.997802
-17.896394,50,75.049775
-23.093763,50,75.114727
-23.826066,50,75.172036
-19.791489,50,75.226549
-16.513197,50,75.283244
-27.040875,50,75.340652
-20.171848,50,75.400891
-20.140954,50,75.488042
-21.137098,50,75.54822
-24.443425,50,75.58755
-26.744881,50,75.63938
-20.511016,50,75.690496
-26.167534,50,75.750597
-18.864861,50,75.829958
-20.818329,50,75.892196
-25.402408,50,75.947782
-21.46383,50,76.023833
-24.038101,50,76.07858
-20.482812,50,76.137617
-22.770802,50,76.192944
-17.224729,50,76.247921
-24.138783,50,76.302484
-25.380992,50,76.356586
-19.246146,50,76.422001
-20.122404,50,76.498964
-27.707065,50,76.554248
-22.491609,50,76.607517
-15.186386,50,76.661285
-21.153663,50,76.721826
-21.407023,50,76.781957
-22.978752,50,76.838419
-21.763088,50,76.89354
-27.099004,50,76.966064
-22.345793,50,77.020361
-20.089747,50,77.07703
-18.514387,50,77.13687
-22.065609,50,77.214451
-18.493965,50,77.271637
-23.144102,50,77.325875
-22.716311,50,77.379761
-18.618386,50,77.448405
-16.883715,50,77.514959
-25.261636,50,77.5597
-27.635041,50,77.608221
-27.765285,50,77.665741
-18.920171,50,77.720228
-23.235584,50,77.776742
-21.422076,50,77.832951
-17.825987,50,77.900205
-22.147679,50,77.95584
-23.821132,50,78.013315
-22.930049,50,78.068841
-19.059739,50,78.125672
-21.074504,50,78.185041
-22.717748,50,78.246387
-22.33127,50,78.302127
-24.305538,50,78.3744
-20.581281,50,78.435022
-18.047004,50,78.48964
-25.575772,50,78.546144
-23.301222,50,78.603635
-16.462503,50,78.659702
-19.843931,50,78.715909
-23.271535,50,78.772295
-17.854715,50,78.843751
-24.373822,50,78.90123
-17.432292,50,78.955999
-20.545779,50,79.009354
-25.152395,50,79.072536
-19.937886,50,79.12846
-17.789122,50,79.201379
-22.867532,50,79.257388
-17.306811,50,79.328601
-20.483159,50,79.386228
-23.256435,50,79.452044
-26.72112,50,79.509478
-16.078408,50,79.563862
-21.726265,50,79.628122
-22.204984,50,79.683947
-19.534497,50,79.738123
-22.072364,50,79.804417
-23.234746,50,79.882734
-19.824589,50,79.949547
-17.703217,50,80.006749
-21.806618,50,80.070591
-20.658946,50,80.121575
-22.662887,50,80.186597
-23.340715,50,80.233217
-28.73061,50,80.293083
-19.649723,50,80.354911
-21.956361,50,80.409346
-22.177777,50,80.464438
-17.424922,50,80.521847
-17.431157,50,80.578901
-18.211268,50,80.634128
-20.700543,50,80.688394
-20.457051,50,80.756725
-26.154085,50,80.810237
-26.719458,50,80.864552
-22.399577,50,80.921006
-18.086752,50,80.980923
-22.711015,50,81.03584
-25.384918,50,81.106417
-22.936612,50,81.161604
-22.529516,50,81.231757
-23.501422,50,81.286608
-21.48919,50,81.340434
-19.882539,50,81.400854
-20.506039,50,81.462812
-17.989264,50,81.523961
-16.988878,50,81.578165
-22.046128,50,81.643462
-22.188128,50,81.716054
-18.883098,50,81.770432
-24.011752,50,81.82399
-22.530136,50,81.888334
-21.45755,50,81.951206
-20.956177,50,82.002559
-23.563207,50,82.059201
-23.404972,50,82.119876
-16.779428,50,82.185995
-19.826011,50,82.241727
-19.89749,50,82.296781
-18.837165,50,82.350964
-24.47171,50,82.406872
-19.294191,50,82.460886
-21.022948,50,82.515633
-22.685004,50,82.571907
-21.120035,50,82.644543
-25.642292,50,82.702494
-26.62227,50,82.763356
-21.632068,50,82.823772
-28.046831,50,82.887614
-19.422339,50,82.946583
-16.416545,50,83.004827
-20.311403,50,83.059416
-20.793021,50,83.16126
-25.171084,50,83.216923
-22.400948,50,83.272565
-23.86404,50,83.33865
-16.787763,50,83.395396
-18.916087,50,83.45041
-22.040846,50,83.504283
-25.4771,50,83.557834
-22.709082,50,83.611356
-22.635261,50,83.651431
-17.832122,50,83.782607
-20.404753,50,83.836485
-18.290104,50,83.891635
-21.554034,50,83.949306
-19.153754,50,84.003682
-19.068781,50,84.060395
-24.798687,50,84.13843
-20.359725,50,84.254503
-23.293517,50,84.313371
-24.046797,50,84.367361
-29.326296,50,84.423911
-25.533106,50,84.477719
-22.488358,50,84.56608
-20.882283,50,84.619883
-18.264281,50,84.683551
-17.862052,50,84.73489
-20.794708,50,84.775909
-23.056536,50,84.831391
-13.725446,50,84.896412
-15.831377,50,84.950047
-20.187097,50,85.008991
-25.107115,50,85.071176
-21.571889,50,85.139386
-21.61755,50,85.195414
-16.969411,50,85.251237
-23.986849,50,85.305463
-23.494679,50,85.360381
-17.004987,50,85.427573
-20.124626,50,85.482419
-21.046345,50,85.539289
-22.599889,50,85.605217
-18.442297,50,85.661606
-20.107484,50,85.715448
-20.93407,50,85.775226
-25.306972,50,85.84187
-21.627925,50,85.896663
-19.468309,50,85.955535
-20.785506,50,86.012368
-26.839209,50,86.079395
-22.354982,50,86.16962
-17.072334,50,86.225349
-17.076312,50,86.278972
-21.43678,50,86.322651
-20.499957,50,86.35991
-25.864912,50,86.402428
-17.200727,50,86.456835
-26.27862,50,86.521685
-24.278122,50,86.579402
-24.85769,50,86.636262
-23.232154,50,86.69151
-21.713064,50,86.746261
-21.297138,50,86.799477
-20.659801,50,86.857697
-19.33892,50,86.91657
-22.245382,50,86.989529
-20.77245,50,87.043258
-24.471335,50,87.096442
-25.123893,50,87.135127
-16.990775,50,87.179551
-24.802681,50,87.215937
-22.586592,50,87.274327
-14.223706,50,87.329051
-24.343304,50,87.394993
-23.287553,50,87.454602
-19.604428,50,87.509539
-21.723651,50,87.565592
-17.1683,50,87.626647
-20.304466,50,87.682821
-13.863578,50,87.73704
-23.471359,50,87.791342
-22.565707,50,87.863366
-26.523171,50,87.926884
-19.019222,50,87.981564
-22.004361,50,88.06706
-17.147035,50,88.129368
-17.902872,50,88.18389
-21.115349,50,88.238016
-22.122574,50,88.293837
-20.994604,50,88.358942
-18.673366,50,88.499951
-22.776816,50,88.556207
-16.137853,50,88.610278
-19.495675,50,88.70686
-16.994828,50,88.761687
-18.905853,50,88.816177
-19.799886,50,88.870495
-18.099563,50,88.961995
-21.417787,50,89.017042
-22.701084,50,89.071147
-21.790751,50,89.126116
-16.091922,50,89.177737
-21.357936,50,89.23634
-21.622813,50,89.293366
-28.033387,50,89.348433
-21.407963,50,89.416024
-17.407055,50,89.470478
-14.789674,50,89.524826
-22.45573,50,89.578885
-23.530875,50,89.635511
-21.840477,50,89.692361
-21.50102,50,89.763336
-22.218568,50,89.818789
-23.298864,50,89.894007
-17.487489,50,89.954647
-22.783097,50,90.013128
-14.989273,50,90.067603
-13.639253,50,90.133244
-21.853072,50,90.197061
-23.977608,50,90.262429
-22.648204,50,90.319348
-25.340568,50,90.392167
-21.238805,50,90.461767
-15.982468,50,90.547288
-21.163121,50,90.612772
-21.416429,50,90.662848
-22.733146,50,90.726131
-21.634853,50,90.769837
-23.463644,50,90.817927
-17.932963,50,90.886257
-19.53816,50,90.941609
-16.269514,50,91.001816
-22.253223,50,91.0533
-21.456133,50,91.139424
-17.216628,50,91.200207
-20.87256,50,91.26634
-19.115781,50,91.344506
-16.723158,50,91.41068
-20.759776,50,91.471467
-20.727848,50,91.532634
-17.783593,50,91.587111
-23.888186,50,91.641552
-20.760605,50,91.696162
-19.662161,50,91.75768
-19.435775,50,91.810929
-25.228584,50,91.872316
-22.38878,50,91.927495
-28.406699,50,91.984185
-21.804222,50,92.045524
-18.289031,50,92.102995
-18.286259,50,92.159781
-16.249105,50,92.217463
-22.88904,50,92.277531
-23.108168,50,92.344407
-20.753853,50,92.405421
-20.312124,50,92.459309
-19.470827,50,92.513028
-16.402161,50,92.571583
-17.519706,50,92.632297
-18.271241,50,92.68699
-24.06915,50,92.742695
-20.080775,50,92.810811
-21.766133,50,92.866268
-21.598529,50,92.921014
-16.167048,50,92.975688
-20.461886,50,93.030836
-22.479483,50,93.088119
-19.939208,50,93.155091
-17.565313,50,93.245883
-18.731348,50,93.324907
-19.254235,50,93.380191
-16.391824,50,93.439851
-19.807283,50,93.497602
-22.178686,50,93.545644
-24.53414,50,93.584883
-19.290529,50,93.624971
-19.298141,50,93.674456
-16.820939,50,93.740933
-20.936649,50,93.796201
-16.815441,50,93.853157
-22.184218,50,93.910229
-19.130705,50,93.971508
-20.203673,50,94.032596
-16.896825,50,94.087881
-18.914775,50,94.142864
-18.495522,50,94.237362
-20.671454,50,94.292423
-14.571041,50,94.356052
-17.845505,50,94.41177
-13.014656,50,94.474674
-22.546117,50,94.529287
-21.59653,50,94.586159
-18.169238,50,94.63863
-25.707365,50,94.702131
-20.270517,50,94.758191
-19.204153,50,94.814714
-18.392546,50,94.946463
-19.755849,50,95.002956
-18.026415,50,95.059093
-22.638405,50,95.114843
-20.625566,50,95.154317
-17.863659,50,95.204453
-13.684548,50,95.321825
-15.826459,50,95.366806
-22.176856,50,95.409699
-24.223349,50,95.451034
-18.584414,50,95.490754
-23.466287,50,95.531817
-18.861537,50,95.575511
-21.960122,50,95.625885
-20.887758,50,95.675718
-20.11164,50,95.731494
-24.32661,50,95.788544
-18.25484,50,95.849473
-23.007974,50,95.905408
-16.754963,50,95.966919
-27.301409,50,96.029012
-22.915387,50,96.088276
-20.915072,50,96.146043
-23.23557,50,96.365001
-14.802147,50,96.425164
-18.836246,50,96.482439
-15.649038,50,96.537347
-16.650119,50,96.601553
-21.649746,50,96.656756
-16.998041,50,96.747866
-18.155367,50,96.806426
-17.187467,50,96.861262
-16.68467,50,96.919368
-17.612579,50,96.977842
-14.411503,50,97.032956
-22.664216,50,97.148562
-18.994399,50,97.247413
-20.002874,50,97.316735
-17.981458,50,97.357678
-14.475252,50,97.397948
-20.817796,50,97.532706
-19.579116,50,97.578372
-16.805,50,97.619439
-21.778599,50,97.674253
-21.974876,50,97.729221
-19.050047,50,97.800262
-14.619052,50,97.847378
-20.146764,50,97.897461
-17.330944,50,97.954513
-16.818438,50,98.013603
-18.488609,50,98.069263
-21.326926,50,98.135482
-15.155165,50,98.19202
-16.649202,50,98.257955
-17.443539,50,98.314907
-19.4912,50,98.371047
-21.661225,50,98.426327
-20.376891,50,98.492383
-17.463532,50,98.547725
-23.093742,50,98.608606
-15.298,50,98.663843
-20.604157,50,98.738952
-14.252011,50,98.797521
-18.523116,50,98.857655
-16.376478,50,98.913204
-15.143731,50,98.975496
-15.047645,50,99.030416
-18.978609,50,99.088676
-20.384567,50,99.145084
-18.33304,50,99.215137
-19.063696,50,99.26257
-15.200949,50,99.318632
-17.510369,50,99.375423
-15.943618,50,99.432744
-21.863231,50,99.490885
-25.990473,50,99.574671
-17.349382,50,99.626286
-19.788638,50,99.702021
-17.089809,50,99.761015
-18.03472,50,99.817269
-20.050447,50,99.871838
-22.457108,50,99.928711
-14.143834,50,99.982562
-18.25483,50,100.038425
-19.764094,50,100.09988
-18.558265,50,100.164397
-16.667843,50,100.227128
-20.011874,50,100.282236
-13.087938,50,100.337072
-20.345517,50,100.395661
-19.599337,50,100.445579
-20.1774,50,100.499694
-22.737842,50,100.555789
-16.948735,50,100.619497
-19.774567,50,100.674646
-15.724626,50,100.731066
-20.844202,50,100.786042
-22.870299,50,100.846148
-14.338796,50,100.933508
-20.028048,50,100.989078
-17.541149,50,101.045161
-16.768727,50,101.112081
-20.011426,50,101.166211
-20.858486,50,101.222747
-17.400858,50,101.261586
-16.292042,50,101.297996
-20.312348,50,101.361772
-15.474402,50,101.410479
-16.00289,50,101.465071
-19.639173,50,101.535026
-14.723731,50,101.596263
-17.268716,50,101.653463
-18.283442,50,101.737017
-17.903615,50,101.804997
-19.720907,50,101.861214
-19.716403,50,101.925089
-12.440913,50,101.979667
-16.69575,50,102.055046
-18.934608,50,102.13448
-18.323284,50,102.190028
-18.726033,50,102.257617
-16.942524,50,102.313319
-19.032147,50,102.368953
-14.804941,50,102.423905
-21.393016,50,102.479414
-18.903864,50,102.551448
-20.238501,50,102.607858
-14.673142,50,102.663022
-18.347761,50,102.721834
-19.447217,50,102.782467
-16.194302,50,102.84614
-23.134912,50,102.900841
-17.007616,50,102.956057
-13.7379,50,103.021997
-14.792913,50,103.076283
-21.557824,50,103.123932
-20.192391,50,103.160588
-15.465687,50,103.198187
-19.945707,50,103.234979
-20.273851,50,103.276978
-20.703465,50,103.314324
-17.112322,50,103.380668
-16.619275,50,103.423662
-20.587028,50,103.488479
-17.282929,50,103.549787
-16.551779,50,103.606388
-21.275054,50,103.661305
-13.670099,50,103.720436
-20.521397,50,103.779552
-21.276156,50,103.843491
-17.625203,50,103.903553
-15.34121,50,103.957962
-15.850424,50,104.011786
-14.671328,50,104.070199
-22.501353,50,104.124584
-21.592628,50,104.179348
-17.316487,50,104.245316
-23.770896,50,104.320371
-16.278305,50,104.376106
-19.440825,50,104.430227
-16.807698,50,104.484456
-20.796342,50,104.539041
-16.565137,50,104.594704
-16.300522,50,104.650194
-15.625204,50,104.705357
-19.839849,50,104.771413
-16.178833,50,104.843364
-15.098096,50,104.96092
-15.62797,50,105.017869
-13.487942,50,105.087375
-14.045899,50,105.152878
-21.523827,50,105.214953
-20.564881,50,105.273983
-18.029931,50,105.342968
-20.843838,50,105.402769
-14.188858,50,105.460283
-14.443659,50,105.518165
-14.428346,50,105.575222
-12.853377,50,105.643673
-14.270472,50,105.701702
-23.56391,50,105.760953
-18.351232,50,105.828647
-21.743268,50,105.888574
-16.043374,50,105.945527
-19.176115,50,106.005627
-21.237798,50,106.073052
-19.052227,50,106.131467
-24.631311,50,106.186337
-17.83572,50,106.245962
-17.270403,50,106.314567
-20.434693,50,106.369479
-21.645742,50,106.424942
-15.033095,50,106.480228
-16.2115,50,106.535693
-14.692495,50,106.590654
-19.758436,50,106.646287
-15.895521,50,106.701612
-17.328525,50,106.77037
-15.619232,50,106.825656
-18.213218,50,106.880733
-14.350429,50,106.940275
-13.642167,50,106.996602
-16.372708,50,107.054282
-17.174988,50,107.177056
-16.87755,50,107.229921
-22.367339,50,107.325803
-23.561105,50,107.364395
-12.618396,50,107.399965
-15.072538,50,107.436474
-16.863385,50,107.483926
-17.28822,50,107.526456
-16.416526,50,107.574833
-18.254374,50,107.632724
-18.401284,50,107.698351
-16.540007,50,107.755811
-15.680274,50,107.813059
-15.119718,50,107.867679
-16.540406,50,107.985322
-18.79016,50,108.119501
-19.793636,50,108.17424
-11.252156,50,108.227637
-14.651644,50,108.293634
-19.737852,50,108.405351
-18.049671,50,108.462471
-15.353999,50,108.516899
-14.078011,50,108.576622
-17.771902,50,108.630661
-17.907708,50,108.687289
-14.939101,50,108.743051
-17.574402,50,108.810324
-14.934051,50,108.886704
-17.960006,50,108.985113
-13.743527,50,109.045421
-18.706474,50,109.100638
-17.407192,50,109.235125
-17.039701,50,109.281647
-15.707489,50,109.337187
-16.405713,50,109.401711
-17.586985,50,109.459592
-16.926874,50,109.513469
-16.833645,50,109.566441
-18.012508,50,109.607399
-14.695317,50,109.645622
-17.001885,50,109.682993
-15.31043,50,109.736862
-15.544094,50,109.80583
-16.785782,50,109.859747
-13.461596,50,109.918298
-22.203915,50,109.973985
-15.569552,50,110.031806
-21.07362,50,110.087806
-17.595484,50,110.144135
-15.851882,50,110.205316
-21.673178,50,110.272946
-16.609967,50,110.328063
-15.649326,50,110.382046
-17.545149,50,110.437862
-20.055482,50,110.496131
-15.754752,50,110.55038
-18.892949,50,110.631732
-15.274363,50,110.685652
-16.094344,50,110.742127
-13.964347,50,110.781919
-15.77305,50,110.835527
-15.883546,50,110.889109
-19.049166,50,110.948719
-14.995861,50,111.003022
-14.770819,50,111.042515
-24.340434,50,111.0842
-17.012966,50,111.154572
-11.758096,50,111.199196
-20.516408,50,111.241529
-18.62555,50,111.28293
-12.527289,50,111.329498
-14.101499,50,111.367344
-17.198725,50,111.404965
-16.920246,50,111.464527
-17.858021,50,111.562692
-14.891643,50,111.618499
-16.404422,50,111.681334
-14.662972,50,111.73675
-13.845975,50,111.794257
-13.241071,50,111.848204
-12.650679,50,111.920164
-13.703021,50,111.983129
-14.376529,50,112.049203
-21.80472,50,112.110549
-13.414351,50,112.243922
-14.559626,50,112.299092
-13.229736,50,112.354317
-18.096241,50,112.410581
-15.716542,50,112.465135
-22.093894,50,112.518762
-16.843831,50,112.586222
-15.191975,50,112.646142
-16.346879,50,112.703219
-15.665506,50,112.764555
-18.342537,50,112.820633
-14.842935,50,112.8738
-16.129937,50,112.927182
-17.133339,50,112.981572
-19.705583,50,113.046869
-12.096626,50,113.108851
-17.022261,50,113.164943
-16.822093,50,113.22514
-15.482013,50,113.283177
-13.884147,50,113.350535
-16.602058,50,113.408406
-18.680867,50,113.462135
-16.02339,50,113.529569
-15.708,50,113.589891
-13.500503,50,113.65111
-11.826715,50,113.70693
-14.962248,50,113.790402
-16.21915,50,113.881511
-12.618815,50,113.938052
-14.097719,50,113.993791
-17.116699,50,114.070374
-14.00462,50,114.127633
-13.517294,50,114.182695
-16.384903,50,114.242151
-13.051655,50,114.303071
-15.45423,50,114.362165
-18.606398,50,114.417929
-17.517652,50,114.473752
-13.329633,50,114.54296
-17.51061,50,114.612172
-14.03649,50,114.666619
-15.61478,50,114.722126
-16.385371,50,114.764718
-13.598996,50,114.806534
-13.882477,50,114.851665
-18.774234,50,114.904451
-14.68845,50,114.980165
-12.460442,50,115.041675
-14.343173,50,115.098053
-15.93647,50,115.162795
-14.90465,50,115.220755
-20.817546,50,115.266236
-14.766984,50,115.316622
-16.749641,50,115.37288
-15.612437,50,115.445263
-18.581584,50,115.501861
-13.225021,50,115.557543
-23.230222,50,115.615219
-17.357923,50,115.671553
-15.670627,50,115.727673
-17.289287,50,115.78736
-18.847447,50,115.842284
-14.186904,50,115.91133
-15.882917,50,115.960419
-12.118744,50,116.005899
-18.984687,50,116.060667
-13.803283,50,116.106872
-19.008757,50,116.150795
-13.592152,50,116.192482
-16.519901,50,116.243034
-15.48127,50,116.32748
-19.601659,50,116.383563
-14.191445,50,116.447052
-16.758672,50,116.503336
-13.89902,50,116.574525
-15.792525,50,116.631837
-15.152538,50,116.687898
-15.671807,50,116.743715
-18.149417,50,116.815855
-12.807163,50,116.878721
-18.297521,50,116.934836
-19.123544,50,116.993481
-14.522831,50,117.058499
-15.10084,50,117.114232
-23.545608,50,117.171468
-21.57587,50,117.228409
-16.450705,50,117.301262
-14.843549,50,117.358698
-13.890488,50,117.414867
-18.745032,50,117.471375
-16.086797,50,117.527368
-16.348691,50,117.582637
-16.639305,50,117.639245
-16.00613,50,117.696036
-18.583233,50,117.768585
-14.275596,50,117.82116
-13.071254,50,117.863483
-14.547624,50,117.909896
-13.332362,50,117.95084
-10.638485,50,118.045575
-14.418955,50,118.144741
-19.783015,50,118.20238
-17.434118,50,118.32409
-15.897538,50,118.372926
-15.644691,50,118.503349
-13.648236,50,118.559713
-20.635171,50,118.616334
-14.678143,50,118.673721
-16.371363,50,118.794434
-15.627052,50,118.856038
-16.107107,50,118.911398
-13.270521,50,119.047032
-14.959278,50,119.103716
-19.205924,50,119.16266
-22.23317,50,119.221113
-17.780959,50,119.277032
-13.44982,50,119.334743
-16.146059,50,119.393295
-13.446296,50,119.461601
-15.486407,50,119.518146
-13.388316,50,119.583075
-14.03732,50,119.632541
-17.359678,50,119.700473
-22.110444,50,119.751905
-15.617505,50,119.793291
-21.000459,50,119.845279
-17.796183,50,119.897014
-14.407885,50,119.938406
-16.89342,50,119.984651
-17.108658,50,120.028847
-11.149625,50,120.118564
-14.362474,50,120.175811
-14.498033,50,120.213964
-15.371651,50,120.251418
-16.021258,50,120.295923
-13.950407,50,120.335667
-16.006302,50,120.373276
-12.85331,50,120.420129
-16.933784,50,120.467347
-17.724144,50,120.531401
-17.278649,50,120.598333
-16.348754,50,120.659471
-15.213754,50,120.768711
-12.483702,50,120.832098
-14.293093,50,120.895506
-14.753409,50,120.949814
-17.658274,50,121.004097
-15.097725,50,121.083937
-13.353516,50,121.181304
-14.45284,50,121.236671
-17.206179,50,121.305314
-15.829368,50,121.36988
-14.663348,50,121.430479
-17.815467,50,121.495942
-11.911461,50,121.554213
-14.235395,50,121.614756
-17.918731,50,121.685996
-14.443024,50,121.742279
-10.760333,50,121.815699
-17.422195,50,121.872769
-19.354449,50,121.928694
-16.700989,50,121.986445
-13.143497,50,122.04616
-19.732149,50,122.101978
-18.190004,50,122.159749
-11.914636,50,122.215549
-14.342126,50,122.28675
-16.209085,50,122.34603
-15.286616,50,122.401955
-15.937086,50,122.456296
-15.541432,50,122.520365
-21.532209,50,122.577087
-12.049628,50,122.635447
-15.832602,50,122.690278
-21.208591,50,122.755244
-15.224985,50,122.808791
-21.253054,50,122.865745
-14.168257,50,122.92055
-18.913223,50,122.975997
-16.318075,50,123.030658
-12.0284,50,123.086724
-14.113157,50,123.147173
-17.028713,50,123.219093
-16.580507,50,123.274995
-19.301837,50,123.333498
-17.634849,50,123.389244
-17.249266,50,123.445944
-13.625585,50,123.506678
-16.78887,50,123.562679
-14.01294,50,123.621599
-14.564557,50,123.686734
-16.762806,50,123.740937
-12.950222,50,123.804534
-15.164025,50,123.860082
-14.162212,50,124.020606
-12.591225,50,124.078893
-15.504721,50,124.133348
-14.853942,50,124.187106
-16.970822,50,124.24343
-14.061612,50,124.280104
-15.873565,50,124.318639
-17.241057,50,124.371731
-16.489584,50,124.411376
-13.479447,50,124.455335
-16.276316,50,124.52615
-15.863182,50,124.58537
-14.206746,50,124.658231
-17.168664,50,124.713317
-18.873444,50,124.774419
-15.483761,50,124.83494
-15.650129,50,124.893596
-16.558529,50,124.950422
-13.723645,50,125.008961
-13.611253,50,125.065938
-12.666951,50,125.14126
-20.92753,50,125.19722
-11.686354,50,125.255914
-17.643879,50,125.312731
-15.036326,50,125.368583
-12.856969,50,125.42277
-11.567397,50,125.523346
-12.235199,50,125.586904
-17.549936,50,125.655757
-13.123791,50,125.721189
-13.28256,50,125.781244
-11.849285,50,125.838315
-12.355319,50,125.897929
-17.751127,50,125.952869
-14.391127,50,126.017859
-17.402512,50,126.074873
-11.723352,50,126.143289
-20.08875,50,126.197134
-11.167477,50,126.250671
-11.709722,50,126.304578
-19.626135,50,126.430467
-14.177496,50,126.486797
-15.488068,50,126.54172
-15.116277,50,126.590425
-13.876138,50,126.654021
-13.299572,50,126.70813
-16.635294,50,126.764231
-12.408461,50,126.818861
-12.173667,50,126.97523
-19.173007,50,127.013195
-18.72736,50,127.055225
-13.49217,50,127.112812
