#{"t_start": 1777198689.1238875, "env_id": "HalfCheetah-v4"}
r,l,t
5011.692446,1000,1189.4345
4780.333,1000,1190.611151
2850.903063,1000,1191.809566
4923.049221,1000,1192.929728
4546.997861,1000,1194.020618
4895.99731,1000,1195.218735
4509.361936,1000,1196.604874
4717.977662,1000,1197.718348
4734.417722,1000,1198.985734
4796.721617,1000,1200.185908
4866.853402,1000,1201.40759
4873.194122,1000,1202.784646
4685.046615,1000,1203.991956
4898.792897,1000,1205.166
4852.908634,1000,1206.331356
5033.212543,1000,1207.499599
