timesteps,episode_return
39750,-53.143323
39800,-60.200515
39850,-52.657737
39900,-53.253513
39950,-53.994196
40000,-68.622903
40050,-51.056764
40100,-58.428995
40150,-56.473189
40200,-58.524239
40250,-54.366013
40300,-62.122094
40350,-60.530926
40400,-58.935517
40450,-51.442654
40500,-46.92182
40550,-60.331261
40600,-53.728173
40650,-62.684312
40700,-50.32028
40750,-59.544977
40800,-63.424482
40850,-60.703509
40900,-57.200649
40950,-55.23586
41000,-55.121065
41050,-51.347747
41100,-56.849558
41150,-61.701261
41200,-61.58739
41250,-57.010358
41300,-55.102
41350,-62.440887
41400,-56.302427
41450,-47.664441
41500,-59.980566
41550,-57.662964
41600,-55.621492
41650,-53.035041
41700,-55.148748
41750,-61.554102
41800,-51.914131
41850,-60.00518
41900,-60.04867
41950,-64.686993
42000,-56.710906
42050,-55.590709
42100,-54.551671
42150,-63.697426
42200,-59.663845
42250,-57.988213
42300,-53.847029
42350,-58.795424
42400,-62.747383
42450,-59.600074
42500,-63.805822
42550,-55.632801
42600,-58.76618
42650,-62.974843
42700,-55.199847
42750,-55.58195
42800,-71.215519
42850,-53.405664
42900,-63.757172
42950,-56.511422
43000,-47.157374
43050,-61.638507
43100,-58.496309
43150,-55.605316
43200,-60.358302
43250,-59.447787
43300,-58.234007
43350,-53.657371
43400,-59.119843
43450,-55.164817
43500,-58.514854
43550,-49.681406
43600,-60.130431
43650,-56.229959
43700,-60.412351
43750,-56.762648
43800,-62.416905
43850,-58.173502
43900,-60.833467
43950,-56.104697
44000,-55.654385
44050,-53.717968
44100,-53.021378
44150,-53.071953
44200,-58.376106
44250,-63.758418
44300,-53.133783
44350,-57.680954
44400,-60.020043
44450,-57.387231
44500,-57.57707
44550,-63.077604
44600,-49.884231
44650,-60.369962
44700,-60.639312
44750,-50.690857
44800,-60.559984
44850,-60.27122
44900,-54.156959
44950,-57.682589
45000,-57.325861
45050,-55.752102
45100,-60.904066
45150,-63.51703
45200,-61.971634
45250,-60.492778
45300,-60.341793
45350,-54.687547
45400,-50.931826
45450,-52.628422
45500,-62.326696
45550,-59.299043
45600,-53.171969
45650,-62.050021
45700,-53.988619
45750,-57.838879
45800,-56.285448
45850,-55.151322
45900,-57.548945
45950,-64.113032
46000,-49.232588
46050,-51.646111
46100,-56.719882
46150,-53.317419
46200,-58.823835
46250,-56.784972
46300,-54.030417
46350,-58.83748
46400,-59.044786
46450,-59.277475
46500,-57.214608
46550,-64.817651
46600,-56.946174
46650,-56.926886
46700,-56.245845
46750,-64.674087
46800,-61.066365
46850,-53.881199
46900,-60.190505
46950,-59.092101
47000,-52.389126
47050,-53.673428
47100,-56.522917
47150,-56.57482
47200,-56.202818
47250,-54.835809
47300,-56.340094
47350,-60.719894
47400,-59.402855
47450,-53.837908
47500,-53.371424
47550,-57.608021
47600,-61.636396
47650,-49.785916
47700,-59.578941
47750,-54.891351
47800,-59.774889
47850,-57.858142
47900,-59.972589
47950,-60.808408
48000,-61.180048
48050,-54.656259
48100,-54.549662
48150,-56.253004
48200,-53.916081
48250,-62.416226
48300,-58.56045
48350,-56.531688
48400,-58.690499
48450,-55.398382
48500,-58.414665
48550,-53.35629
48600,-57.989291
48650,-60.894061
48700,-52.484202
48750,-57.608435
48800,-63.611043
48850,-52.999043
48900,-57.955596
48950,-57.404919
49000,-60.301839
49050,-54.684108
49100,-62.147615
49150,-58.711473
49200,-65.391301
49250,-46.367558
49300,-59.162992
49350,-51.516535
49400,-54.751826
49450,-57.100577
49500,-57.134318
49550,-58.626609
49600,-58.018877
49650,-59.055429
49700,-52.328849
49750,-60.03935
49800,-59.673894
49850,-60.577859
49900,-54.203429
49950,-56.494555
50000,-52.005493
50050,-56.168779
50100,-57.693346
50150,-52.456773
50200,-60.286976
50250,-55.075274
50300,-52.220592
50350,-58.958402
50400,-62.88394
50450,-58.826506
50500,-59.908464
50550,-64.514215
50600,-58.068207
50650,-54.797428
50700,-59.115747
50750,-57.539094
50800,-55.230314
50850,-52.247982
50900,-65.023253
50950,-60.525916
51000,-45.457524
51050,-55.704817
51100,-54.128169
51150,-56.04078
51200,-58.765936
51250,-50.41985
51300,-52.649006
51350,-51.165186
51400,-57.727653
51450,-57.29873
51500,-51.294225
51550,-53.367481
51600,-54.972176
51650,-50.963778
51700,-59.267802
51750,-48.800189
51800,-51.119524
51850,-51.045375
51900,-55.287979
51950,-56.033017
52000,-51.482102
52050,-57.177955
52100,-49.818218
52150,-51.995333
52200,-58.584941
52250,-60.172243
52300,-57.294837
52350,-59.459196
52400,-59.575668
52450,-54.979565
52500,-58.598492
52550,-52.068473
52600,-60.835312
52650,-46.458535
52700,-52.845969
52750,-59.650662
52800,-58.556748
52850,-53.980684
52900,-61.148104
52950,-59.916504
53000,-58.655136
53050,-54.881751
53100,-57.529415
53150,-54.533402
53200,-45.946938
53250,-55.639289
53300,-51.314418
53350,-60.606692
53400,-50.677538
53450,-53.360315
53500,-48.163231
53550,-54.800271
53600,-49.759822
53650,-50.736065
53700,-54.315018
53750,-54.67278
53800,-50.500755
53850,-55.34105
