timesteps,episode_return
44850,-28.539413
44900,-22.399226
44950,-30.596028
45000,-28.344001
45050,-30.975322
45100,-28.407044
45150,-24.273993
45200,-23.693471
45250,-27.88175
45300,-29.047151
45350,-25.58689
45400,-26.726567
45450,-26.573942
45500,-23.804061
45550,-26.127304
45600,-27.874152
45650,-29.915039
45700,-24.572434
45750,-26.75674
45800,-24.287609
45850,-24.227489
45900,-32.268058
45950,-29.572608
46000,-22.303609
46050,-24.240387
46100,-29.399996
46150,-31.585076
46200,-27.996827
46250,-21.318705
46300,-27.136014
46350,-24.691094
46400,-28.816559
46450,-19.043543
46500,-22.121586
46550,-25.028799
46600,-18.667139
46650,-23.330791
46700,-26.667273
46750,-31.759497
46800,-25.906547
46850,-25.628159
46900,-29.23709
46950,-29.274175
47000,-25.495892
47050,-30.451326
47100,-20.015655
47150,-24.185024
47200,-26.134581
47250,-27.530893
47300,-26.157277
47350,-27.569972
47400,-30.251007
47450,-27.51626
47500,-25.623987
47550,-29.115215
47600,-28.901204
47650,-29.555169
47700,-26.125436
47750,-29.453691
47800,-22.515903
47850,-24.783133
47900,-26.959642
47950,-33.218586
48000,-27.688286
48050,-22.11707
48100,-22.635667
48150,-23.151414
48200,-22.892739
48250,-27.712415
48300,-21.223295
48350,-21.289508
48400,-27.092892
48450,-27.53514
48500,-29.2937
48550,-20.483301
48600,-29.260139
48650,-26.969096
48700,-24.621847
48750,-24.507408
48800,-27.206721
48850,-27.303245
48900,-28.328661
48950,-26.679076
49000,-27.85969
49050,-25.097196
49100,-26.324318
49150,-20.623276
49200,-27.383764
49250,-19.928262
49300,-28.082761
49350,-26.736272
49400,-25.762743
49450,-32.086833
49500,-23.503441
49550,-22.090143
49600,-27.99361
49650,-26.270605
49700,-32.41462
49750,-29.874321
49800,-21.572955
49850,-26.783068
49900,-28.575028
49950,-28.459822
50000,-18.910249
50050,-31.820799
50100,-25.391442
50150,-28.086874
50200,-32.265071
50250,-22.376838
50300,-24.772267
50350,-29.907995
50400,-27.297678
50450,-30.938883
50500,-21.441178
50550,-29.581991
50600,-26.553972
50650,-28.575044
50700,-21.085384
50750,-29.510443
50800,-29.362212
50850,-24.378118
50900,-26.397053
50950,-22.712209
51000,-25.385159
51050,-19.605325
51100,-24.349053
51150,-23.131206
51200,-31.593008
51250,-24.631719
51300,-27.109472
51350,-21.74917
51400,-21.590183
51450,-27.894431
51500,-26.504717
51550,-28.677253
51600,-26.900145
51650,-21.926197
51700,-29.4611
51750,-25.823682
51800,-22.269296
51850,-20.49927
51900,-30.251634
51950,-29.614467
52000,-23.559996
52050,-23.93394
52100,-20.292595
52150,-22.443819
52200,-22.511236
52250,-22.67537
52300,-29.956481
52350,-31.878662
52400,-31.192463
52450,-32.136462
52500,-21.891389
52550,-25.822394
52600,-24.021615
52650,-19.190882
52700,-22.799125
52750,-21.408474
52800,-24.057639
52850,-27.529775
52900,-27.067553
52950,-26.193542
53000,-27.408399
53050,-27.448869
53100,-28.253306
53150,-29.088195
53200,-26.847051
53250,-27.315705
53300,-22.075254
53350,-27.364741
53400,-27.067451
53450,-22.14419
53500,-23.981235
53550,-25.95201
53600,-25.929878
53650,-21.512541
53700,-23.849833
53750,-21.343329
53800,-23.527392
53850,-23.440791
53900,-23.358103
53950,-18.482582
54000,-28.626198
54050,-21.14062
54100,-22.83122
54150,-27.992536
54200,-30.883216
54250,-22.333849
54300,-25.634271
54350,-23.476675
54400,-25.612173
54450,-19.248448
54500,-30.549325
54550,-26.07311
54600,-30.948661
54650,-23.916669
54700,-22.391523
54750,-28.255703
54800,-23.947926
54850,-22.694728
54900,-24.235873
54950,-29.237303
55000,-27.011175
55050,-27.462901
55100,-25.416976
55150,-22.550714
55200,-28.525042
