#{"t_start": 1777197052.5872521, "env_id": "Reacher-v4"}
r,l,t
-50.677538,50,30.720923
-53.360315,50,30.734458
-48.163231,50,30.74819
-54.800271,50,30.761616
-49.759822,50,30.775176
-50.736065,50,30.788772
-54.315018,50,30.802274
-54.67278,50,30.815804
-50.500755,50,30.829318
-55.34105,50,30.843266
-50.728484,50,30.85689
-53.605378,50,30.870312
-51.773029,50,30.883883
-57.400868,50,30.897312
-51.682916,50,30.910765
-54.135115,50,30.924105
-57.574575,50,30.938147
-51.668077,50,30.951569
-55.011049,50,30.965067
-61.435369,50,30.97852
-55.889096,50,30.991983
-53.188948,50,31.00548
-56.489156,50,31.01893
-56.643045,50,31.032313
-57.837002,50,31.046388
-59.818681,50,31.059873
-50.410529,50,31.07321
-59.01122,50,31.086556
-50.076895,50,31.100112
-57.650152,50,31.113547
-48.635592,50,31.126931
-58.819587,50,31.140398
-55.182533,50,31.153711
-55.174161,50,31.167
-53.05326,50,31.180744
-52.229697,50,31.194271
-60.687016,50,31.208018
-52.833498,50,31.22174
-58.447119,50,31.651046
-55.235178,50,31.66456
-50.811493,50,31.678174
-54.126012,50,31.691988
-57.066344,50,31.705545
-55.816988,50,31.718976
-54.660507,50,31.732552
-52.913116,50,31.746212
-54.6011,50,31.76032
-55.744942,50,31.77401
-49.976563,50,31.787381
-55.739166,50,31.800875
-50.382057,50,31.8144
-59.75101,50,31.828136
-60.509999,50,31.842362
-47.09641,50,31.856883
-52.9768,50,31.870152
-56.940823,50,31.883414
-45.484367,50,31.896589
-55.908912,50,31.910731
-49.881188,50,31.92445
-54.411891,50,31.938253
-52.661376,50,31.952342
-46.039954,50,31.965645
-53.834112,50,31.978676
-51.099205,50,31.991867
-49.643715,50,32.004915
-54.19533,50,32.018013
-53.878606,50,32.031475
-43.849106,50,32.04485
-50.533265,50,32.058703
-49.518698,50,32.0722
-59.830302,50,32.085542
-54.647739,50,32.098941
-43.212784,50,32.112273
-48.173265,50,32.125799
-47.055341,50,32.139321
-47.088836,50,32.153188
-51.644772,50,32.166607
-53.317326,50,32.179842
-54.900199,50,32.192806
-51.392085,50,32.611002
-46.369567,50,32.624249
-42.819732,50,32.637495
-50.124537,50,32.652147
-52.547045,50,32.666262
-55.675109,50,32.679989
-53.104756,50,32.693547
-55.43482,50,32.707068
-51.872987,50,32.720478
-51.02038,50,32.733867
-57.040092,50,32.747576
-54.162646,50,32.77291
-58.55299,50,32.78863
-46.189966,50,32.80209
-49.036326,50,32.815658
-39.944386,50,32.829336
-45.745943,50,32.842842
-52.492965,50,32.856852
-54.283365,50,32.870344
-46.821774,50,32.883765
-51.303556,50,32.897223
-54.884488,50,32.910769
-53.137186,50,32.924348
-49.24223,50,32.938079
-40.142861,50,32.951599
-43.212907,50,32.965472
-54.185738,50,32.979197
-46.525881,50,32.992619
-53.286693,50,33.006054
-58.969142,50,33.019399
-52.004588,50,33.033057
-47.946163,50,33.04658
-54.202491,50,33.060476
-47.319153,50,33.073781
-42.807092,50,33.087348
-55.918539,50,33.100597
-46.743982,50,33.114118
-58.460325,50,33.127517
-41.668555,50,33.140999
-49.657061,50,33.154831
-51.690568,50,33.173258
-49.327157,50,33.975281
-47.243912,50,34.001509
-44.432391,50,34.018729
-48.937654,50,34.032938
-45.745101,50,34.047184
-54.627729,50,34.061035
-49.719538,50,34.075081
-43.590512,50,34.088829
-52.683932,50,34.102839
-49.853225,50,34.116299
-50.786792,50,34.13049
-45.403299,50,34.144076
-48.427917,50,34.1581
-46.558385,50,34.171884
-41.366267,50,34.186223
-50.743741,50,34.199748
-49.135364,50,34.213845
-47.273272,50,34.2272
-42.686802,50,34.240854
-54.101119,50,34.254819
-56.125674,50,34.268616
-46.555428,50,34.28203
-52.431407,50,34.295548
-47.520263,50,34.308958
-47.787317,50,34.322248
-41.151943,50,34.335647
-50.847298,50,34.349007
-50.832893,50,34.363008
-48.283485,50,34.376425
-47.658806,50,34.389869
-50.751647,50,34.403365
-51.361588,50,34.416627
-51.879,50,34.429973
-48.818012,50,34.443519
-48.542967,50,34.457074
-46.417383,50,34.470854
-48.708249,50,34.484195
-56.592867,50,34.497736
-52.320502,50,34.511054
-51.229505,50,34.524449
-48.379706,50,34.537868
-51.495231,50,35.341888
-53.472205,50,35.367828
-44.308967,50,35.386396
-46.975274,50,35.40072
-44.629517,50,35.41462
-43.80347,50,35.428538
-46.523588,50,35.442415
-47.528601,50,35.456252
-47.00097,50,35.470486
-46.434335,50,35.483926
-51.547696,50,35.497351
-46.209808,50,35.51084
-48.511623,50,35.524588
-46.775797,50,35.538276
-47.595874,50,35.552207
-51.303434,50,35.566424
-42.967748,50,35.579746
-42.760798,50,35.593016
-41.598929,50,35.606536
-42.823968,50,35.619899
-37.322692,50,35.63324
-42.604247,50,35.646696
-46.241835,50,35.660274
-48.2265,50,35.67389
-47.948513,50,35.687339
-44.441532,50,35.70075
-51.700088,50,35.714074
-43.296138,50,35.727686
-50.965941,50,35.740923
-54.018097,50,35.754178
-31.130555,50,35.767682
-46.225766,50,35.780896
-50.838747,50,35.794257
-44.272493,50,35.807678
-47.133289,50,35.82123
-43.620583,50,35.834644
-42.423789,50,35.847875
-40.0843,50,35.861259
-51.451973,50,35.874824
-42.676467,50,35.887958
-41.631705,50,35.900984
-49.8509,50,36.675875
-43.098632,50,36.701221
-40.475579,50,36.716428
-45.898219,50,36.730078
-44.79121,50,36.743907
-47.162726,50,36.757431
-43.261826,50,36.77138
-42.068282,50,36.784599
-41.181894,50,36.797652
-50.747195,50,36.810789
-40.356159,50,36.82377
-43.459707,50,36.836818
-42.4779,50,36.850362
-43.464863,50,36.863776
-41.304452,50,36.877531
-34.140693,50,36.890626
-44.726525,50,36.903668
-43.474601,50,36.916765
-39.335842,50,36.930037
-43.455905,50,36.943068
-36.738734,50,36.956541
-41.008397,50,36.970424
-33.388846,50,36.983483
-42.125811,50,36.996469
-42.390757,50,37.009641
-41.296663,50,37.022775
-48.764091,50,37.035787
-51.120399,50,37.049058
-45.817628,50,37.062433
-37.864648,50,37.076275
-42.969891,50,37.09083
-45.443686,50,37.104208
-45.606118,50,37.117923
-39.550086,50,37.131685
-44.125867,50,37.145334
-37.913889,50,37.158858
-46.287555,50,37.172774
-41.908554,50,37.186544
-43.276442,50,37.200204
-44.776068,50,37.21371
-36.333944,50,37.227439
-42.938556,50,38.039788
-39.416396,50,38.065026
-47.417503,50,38.081509
-39.85334,50,38.095173
-32.168875,50,38.109232
-37.914846,50,38.122746
-38.416368,50,38.136828
-40.262409,50,38.150326
-44.541458,50,38.163934
-46.569385,50,38.178195
-42.423046,50,38.192301
-40.678447,50,38.205695
-38.148348,50,38.220489
-50.520929,50,38.233979
-43.109132,50,38.247295
-45.676709,50,38.260652
-45.516539,50,38.274517
-40.508588,50,38.288055
-43.591425,50,38.301506
-36.949338,50,38.31507
-42.828442,50,38.328622
-34.456133,50,38.342109
-37.563179,50,38.355566
-35.912981,50,38.368734
-37.955001,50,38.382658
-39.751101,50,38.395743
-41.734663,50,38.409335
-46.405551,50,38.42258
-40.351868,50,38.435782
-42.53018,50,38.448994
-50.581109,50,38.462063
-42.907672,50,38.475639
-44.744725,50,38.489076
-51.868259,50,38.502493
-35.918012,50,38.51571
-40.855613,50,38.529151
-44.118047,50,38.542777
-37.437763,50,38.556159
-48.237145,50,38.569555
-41.551179,50,38.583365
-38.830602,50,38.596724
-32.401846,50,39.394417
-42.18712,50,39.409109
-35.49136,50,39.426911
-38.589839,50,39.441355
-38.119224,50,39.455171
-33.555249,50,39.468667
-36.423698,50,39.482712
-40.522906,50,39.496106
-33.844023,50,39.50988
-33.948175,50,39.523467
-24.744829,50,39.536751
-39.346373,50,39.550379
-33.975669,50,39.563976
-34.798338,50,39.578199
-41.250555,50,39.591364
-43.530444,50,39.605095
-32.829898,50,39.618712
-30.213781,50,39.632347
-32.361549,50,39.645908
-39.427837,50,39.659631
-36.37361,50,39.672956
-35.697857,50,39.686707
-33.66006,50,39.700305
-41.647989,50,39.714078
-36.001901,50,39.727766
-30.541097,50,39.741336
-38.312279,50,39.755156
-47.341991,50,39.768641
-37.251797,50,39.782501
-32.688406,50,39.79613
-46.165924,50,39.809747
-35.808564,50,39.823547
-34.622509,50,39.837087
-34.916982,50,39.850798
-36.316019,50,39.864524
-31.602614,50,39.87889
-36.820133,50,39.892138
-39.533464,50,39.905719
-35.126988,50,39.919356
-36.530465,50,39.932997
-44.942096,50,39.946976
-31.946634,50,40.366867
-37.939714,50,40.38119
-30.552341,50,40.394509
-34.860374,50,40.408154
-31.070971,50,40.421543
-35.754274,50,40.435113
-33.330968,50,40.448757
-38.433974,50,40.462263
-29.880932,50,40.475694
-29.300507,50,40.489726
-40.987102,50,40.503065
-32.570823,50,40.516488
-31.448924,50,40.530136
-29.90411,50,40.543403
-37.25508,50,40.55675
-39.674697,50,40.570233
-31.186754,50,40.584104
-34.805628,50,40.597715
-39.428094,50,40.611687
-28.848282,50,40.624925
-36.019144,50,40.638062
-35.857012,50,40.651388
-29.098976,50,40.66468
-37.175779,50,40.678229
-34.100698,50,40.691835
-33.50492,50,40.704712
-37.569037,50,40.717719
-38.823503,50,40.730649
-38.628081,50,40.74401
-27.392506,50,40.757191
-41.153602,50,40.770633
-41.339348,50,40.784522
-37.383471,50,40.797617
-29.562208,50,40.810521
-32.038633,50,40.823662
-38.294774,50,40.836863
-31.11191,50,40.850248
-36.92273,50,40.863431
-34.94201,50,40.876629
-30.894473,50,40.890347
-42.969037,50,40.903486
-36.107345,50,41.727355
-28.148016,50,41.751564
-41.312206,50,41.766401
-41.249643,50,41.780439
-39.29419,50,41.79426
-39.160081,50,41.808046
-41.202596,50,41.821587
-32.969645,50,41.835849
-32.901907,50,41.849571
-37.353298,50,41.863806
-27.787496,50,41.87704
-37.687441,50,41.890958
-38.258395,50,41.904575
-25.651563,50,41.918039
-43.649781,50,41.931449
-35.696168,50,41.944788
-30.282306,50,41.958024
-32.727263,50,41.971476
-42.783296,50,41.985168
-38.039142,50,41.998689
-36.075919,50,42.012249
-33.967074,50,42.025748
-26.483437,50,42.039145
-42.987041,50,42.052538
-33.579926,50,42.065896
-41.497545,50,42.079273
-34.217054,50,42.092947
-33.127271,50,42.106188
-43.443596,50,42.119677
-36.40488,50,42.133113
-32.182066,50,42.146513
-36.127339,50,42.159993
-41.960848,50,42.173493
-32.3352,50,42.187458
-36.919259,50,42.200865
-35.7088,50,42.214119
-31.089712,50,42.227662
-39.762405,50,42.240845
-36.132476,50,42.254146
-44.526461,50,42.267529
-32.49481,50,42.280905
-43.731617,50,43.090287
-24.858855,50,43.113883
-28.383741,50,43.129357
-36.542744,50,43.143158
-23.115693,50,43.156799
-25.971181,50,43.170457
-20.986819,50,43.184252
-36.611914,50,43.198125
-31.561486,50,43.211727
-30.088364,50,43.225885
-22.890239,50,43.239484
-26.794136,50,43.253336
-31.364887,50,43.266927
-30.501924,50,43.280799
-32.013227,50,43.294836
-34.395537,50,43.308402
-32.847441,50,43.322778
-19.689906,50,43.335822
-28.593348,50,43.348899
-33.600904,50,43.362211
-23.033981,50,43.375573
-27.073576,50,43.389345
-33.780413,50,43.40294
-30.827692,50,43.416574
-22.747469,50,43.42987
-30.402268,50,43.443286
-23.7231,50,43.456531
-20.81657,50,43.46971
-34.880011,50,43.483079
-36.919961,50,43.496832
-25.274018,50,43.51052
-28.737952,50,43.52402
-23.491975,50,43.537297
-25.997678,50,43.550736
-20.848052,50,43.564
-32.475561,50,43.577613
-23.223664,50,43.591443
-34.860269,50,43.604633
-33.965439,50,43.618026
-31.409812,50,43.631531
-29.164463,50,43.64492
-29.292068,50,44.441063
-22.457223,50,44.464712
-26.343255,50,44.480599
-23.456823,50,44.494898
-37.004342,50,44.508587
-29.402135,50,44.522224
-21.720381,50,44.535905
-18.632029,50,44.549146
-23.230083,50,44.562647
-31.302983,50,44.576067
-25.102889,50,44.589672
-20.415903,50,44.603487
-28.835625,50,44.617181
-26.383748,50,44.630833
-15.949023,50,44.644249
-25.965127,50,44.658011
-17.218546,50,44.671414
-22.41294,50,44.685163
-35.632724,50,44.699046
-34.323058,50,44.71383
-23.534234,50,44.72722
-23.75744,50,44.740729
-21.48796,50,44.754207
-17.119954,50,44.767704
-19.609133,50,44.781317
-33.836263,50,44.795035
-30.196047,50,44.80849
-29.590195,50,44.822181
-28.881688,50,44.835857
-29.792673,50,44.849387
-28.58827,50,44.862875
-17.532233,50,44.876267
-27.536329,50,44.889788
-26.82739,50,44.903657
-25.803769,50,44.917318
-26.290651,50,44.930949
-28.231613,50,44.944671
-23.147617,50,44.958004
-26.055298,50,44.971439
-30.729738,50,44.984925
-22.122286,50,44.998745
-24.983639,50,45.805486
-21.678128,50,45.829698
-23.065708,50,45.844295
-17.01335,50,45.857981
-21.000613,50,45.871351
-26.784529,50,45.8851
-28.694339,50,45.899256
-19.978196,50,45.912813
-20.846239,50,45.926142
-25.74395,50,45.93965
-16.227249,50,45.9529
-22.60707,50,45.966445
-18.405118,50,45.979969
-17.018926,50,45.99353
-18.799145,50,46.007358
-17.525677,50,46.020825
-19.977022,50,46.034264
-18.929018,50,46.0476
-24.183876,50,46.061039
-26.550127,50,46.074594
-18.781258,50,46.088163
-20.674485,50,46.102355
-25.648238,50,46.116005
-18.956333,50,46.12958
-18.954748,50,46.142865
-26.961638,50,46.156424
-20.539366,50,46.169918
-17.387788,50,46.183491
-20.352969,50,46.197442
-16.572967,50,46.210662
-16.755666,50,46.223998
-27.636913,50,46.237542
-17.377288,50,46.25092
-25.126325,50,46.264384
-18.023337,50,46.277803
-21.755928,50,46.291329
-19.536989,50,46.305031
-22.522128,50,46.318741
-15.987368,50,46.332148
-21.555725,50,46.345531
-22.562956,50,46.358969
-23.43544,50,47.156381
-14.823214,50,47.181307
-14.860093,50,47.196352
-20.249336,50,47.210245
-18.876165,50,47.224037
-19.672136,50,47.237545
-19.053363,50,47.25093
-13.951254,50,47.264433
-21.332201,50,47.27784
-21.228154,50,47.291285
-17.342052,50,47.305547
-24.079599,50,47.319156
-25.73864,50,47.332652
-22.025179,50,47.346042
-20.751401,50,47.35942
-21.950734,50,47.372993
-21.706841,50,47.386584
-21.753926,50,47.400968
-19.286446,50,47.414162
-12.790566,50,47.427165
-18.334908,50,47.440286
-18.040335,50,47.453823
-25.747543,50,47.467273
-22.834929,50,47.48083
-15.803697,50,47.494647
-22.666107,50,47.508748
-21.263046,50,47.521892
-21.844023,50,47.53511
-16.404585,50,47.548018
-20.226954,50,47.561222
-21.114966,50,47.574413
-16.023767,50,47.58792
-22.952905,50,47.601932
-17.463929,50,47.615057
-37.851812,50,47.628112
-25.060762,50,47.641279
-25.886971,50,47.654449
-20.406742,50,47.667339
-20.094776,50,47.680503
-13.8295,50,47.693595
-15.722287,50,47.70807
-16.091468,50,48.52126
-21.093927,50,48.544555
-12.500123,50,48.559253
-13.835469,50,48.57375
-13.121094,50,48.587275
-10.97236,50,48.600835
-21.743285,50,48.614919
-12.917913,50,48.628291
-23.303066,50,48.641828
-14.742554,50,48.655349
-18.627932,50,48.668908
-12.616768,50,48.682229
-15.99409,50,48.695862
-21.435413,50,48.709717
-11.732727,50,48.723131
-16.054049,50,48.736703
-23.59779,50,48.750251
-22.749717,50,48.763776
-19.026379,50,48.777264
-12.955097,50,48.790808
-17.914726,50,48.804635
-17.440336,50,48.81821
-15.14472,50,48.831634
-18.387764,50,48.844966
-22.402289,50,48.858257
-11.517783,50,48.87154
-13.179614,50,48.88502
-16.076238,50,48.898734
-14.380335,50,48.912655
-20.208335,50,48.926042
-18.31798,50,48.939488
-17.060941,50,48.952888
-21.648899,50,48.966307
-14.685593,50,48.97968
-24.131211,50,48.993314
-18.354455,50,49.007424
-18.751238,50,49.020652
-16.513362,50,49.034176
-15.780165,50,49.047399
-11.109007,50,49.060844
-16.953999,50,49.074269
-23.767109,50,49.827641
-19.331175,50,49.85004
-12.927537,50,49.865345
-9.970565,50,49.879008
-11.880832,50,49.892226
-14.701197,50,49.90553
-23.958082,50,49.919164
-17.893344,50,49.932001
-12.48706,50,49.944928
-11.405957,50,49.958368
-15.376397,50,49.971894
-13.516759,50,49.985033
-15.884669,50,49.998144
-20.432595,50,50.012257
-15.143361,50,50.025926
-11.179425,50,50.039211
-16.948015,50,50.052396
-15.326535,50,50.065526
-16.876986,50,50.078837
-17.363247,50,50.092072
-14.508783,50,50.105362
-10.59449,50,50.119038
-15.221034,50,50.132324
-14.186962,50,50.145533
-19.92067,50,50.159001
-12.076908,50,50.172216
-17.879397,50,50.18544
-13.311654,50,50.198688
-15.843722,50,50.212322
-21.881853,50,50.225636
-18.477603,50,50.238877
-16.21903,50,50.252202
-13.742774,50,50.265432
-10.720257,50,50.278647
-19.179146,50,50.291883
-17.629129,50,50.305134
-13.460139,50,50.31895
-9.681609,50,50.332239
-23.507535,50,50.346051
-13.897515,50,50.359167
-13.087689,50,50.372088
-20.083064,50,50.794499
-10.418129,50,50.807371
-16.092092,50,50.8215
-16.427586,50,50.835024
-21.152231,50,50.848402
-15.992212,50,50.861613
-14.837546,50,50.87474
-12.51197,50,50.887871
-16.129158,50,50.901043
-9.199638,50,50.914486
-7.007524,50,50.927983
-9.281785,50,50.941104
-12.482046,50,50.954439
-14.522022,50,50.967458
-15.344219,50,50.98086
-19.244312,50,50.994098
-14.129267,50,51.007275
-15.803404,50,51.021159
-13.304514,50,51.034463
-19.501559,50,51.047657
-19.913238,50,51.060929
-15.356332,50,51.074196
-18.929589,50,51.087489
-16.590342,50,51.100727
-13.191209,50,51.114491
-10.624377,50,51.127589
-18.525182,50,51.140711
-15.232041,50,51.153866
-11.399845,50,51.167068
-16.143895,50,51.180459
-11.972825,50,51.193727
-16.326937,50,51.206978
-12.101005,50,51.220653
-9.737662,50,51.233931
-17.576415,50,51.246986
-11.600892,50,51.260191
-15.227514,50,51.273334
-17.551399,50,51.286863
-12.736619,50,51.300006
-19.45708,50,51.313633
-18.046996,50,51.327052
-14.941527,50,51.748201
-17.983721,50,51.760916
-13.765673,50,51.774018
-13.747292,50,51.787475
-15.0556,50,51.800701
-11.940267,50,51.81415
-13.836984,50,51.827513
-20.271242,50,51.8409
-14.504735,50,51.854182
-15.546251,50,51.867449
-11.147028,50,51.880892
-16.615185,50,51.894233
-8.944539,50,51.907524
-8.605599,50,51.921239
-13.953316,50,51.934296
-18.013482,50,51.947203
-14.081654,50,51.960087
-11.329364,50,51.973059
-14.987553,50,51.985919
-14.368314,50,51.999269
-10.095732,50,52.012818
-17.417719,50,52.027126
-14.389062,50,52.040617
-19.182161,50,52.053801
-11.508389,50,52.067437
-12.086754,50,52.080817
-6.572557,50,52.093932
-13.13438,50,52.107582
-13.797485,50,52.121257
-14.027883,50,52.134243
-20.777184,50,52.147127
-13.415981,50,52.160141
-19.630518,50,52.173423
-14.908244,50,52.186682
-13.812557,50,52.200144
-15.072893,50,52.213571
-12.597539,50,52.227122
-19.165684,50,52.240546
-13.9701,50,52.253793
-8.403369,50,52.266863
-19.758433,50,52.280198
-14.53096,50,52.702421
-9.346267,50,52.716766
-10.749199,50,52.730262
-13.034548,50,52.743765
-17.386775,50,52.757678
-11.674521,50,52.770678
-8.582342,50,52.783686
-9.333922,50,52.796601
-11.66485,50,52.809716
-12.565241,50,52.823468
-13.690385,50,52.836553
-11.78348,50,52.849393
-14.288008,50,52.862318
-11.433834,50,52.875217
-18.122833,50,52.88818
-15.523461,50,52.901304
-9.159105,50,52.914263
-13.738879,50,52.928199
-14.781597,50,52.941515
-10.622696,50,52.954767
-12.066619,50,52.968034
-16.541279,50,52.981399
-18.762688,50,52.994663
-11.634939,50,53.007849
-12.919196,50,53.021745
-9.153405,50,53.035036
-11.727556,50,53.048297
-18.337611,50,53.061684
-15.283536,50,53.074881
-11.907215,50,53.088063
-11.972098,50,53.101386
-9.974614,50,53.114704
-13.301157,50,53.128796
-13.594029,50,53.1422
-14.34701,50,53.155387
-17.326518,50,53.168662
-15.249411,50,53.181912
-14.044827,50,53.195084
-9.872885,50,53.208408
-8.760188,50,53.222384
-15.525206,50,53.235792
-10.286104,50,53.653883
-16.325993,50,53.666769
-10.34936,50,53.680032
-7.561581,50,53.693316
-13.385795,50,53.706579
-12.464977,50,53.719994
-13.823705,50,53.733302
-12.648933,50,53.74683
-17.480058,50,53.76001
-12.974663,50,53.773276
-11.060748,50,53.786381
-6.999258,50,53.799493
-11.94438,50,53.81267
-11.405223,50,53.826247
-12.220327,50,53.83956
-9.385664,50,53.8527
-16.264552,50,53.865914
-10.366377,50,53.879162
-16.804524,50,53.892447
-16.85027,50,53.905721
-10.674579,50,53.919037
-13.879598,50,53.932694
-11.619066,50,53.94599
-16.365368,50,53.959164
-19.723144,50,53.972309
-11.700331,50,53.98625
-14.047005,50,53.999607
-18.128504,50,54.013384
-13.217695,50,54.027181
-16.278904,50,54.041095
-15.072795,50,54.054483
-17.41368,50,54.067681
-11.458479,50,54.08075
-11.011012,50,54.093785
-10.725467,50,54.106916
-12.61239,50,54.120078
-15.410391,50,54.133651
-8.27202,50,54.146969
-11.137683,50,54.160358
-15.140227,50,54.173521
-16.65927,50,54.186802
-10.527772,50,54.609283
-6.404085,50,54.623026
-14.439451,50,54.637049
-10.470666,50,54.650188
-13.605019,50,54.663569
-15.943015,50,54.676743
-11.032018,50,54.689758
-9.734524,50,54.702992
-11.388351,50,54.716108
-14.545332,50,54.729717
-13.375123,50,54.743149
-11.478537,50,54.756334
-13.565088,50,54.769649
-11.605759,50,54.782713
-13.688619,50,54.795667
-13.188377,50,54.808713
-14.023264,50,54.821871
-18.518166,50,54.835356
-8.487187,50,54.848367
-18.477439,50,54.861453
-13.885591,50,54.874725
-13.01181,50,54.887843
-16.558527,50,54.900956
-10.402235,50,54.913935
-14.861508,50,54.927715
-12.901818,50,54.940719
-13.246699,50,54.954215
-11.134444,50,54.967668
-11.986098,50,54.980947
-15.87197,50,54.993984
-6.923587,50,55.007107
-20.182895,50,55.020283
-13.109786,50,55.033886
-12.353843,50,55.047165
-9.139055,50,55.060399
-10.44614,50,55.07391
-8.888817,50,55.087117
-10.842566,50,55.100276
-8.304707,50,55.11342
-16.228899,50,55.127046
-14.704812,50,55.140378
-14.634683,50,55.558172
-9.618957,50,55.571339
-13.956752,50,55.584608
-15.814933,50,55.597912
-9.965515,50,55.611125
-13.203873,50,55.624272
-10.915502,50,55.638292
-8.139642,50,55.65157
-12.442362,50,55.664739
-15.630355,50,55.677807
-16.756063,50,55.691089
-12.843272,50,55.704233
-8.433346,50,55.717327
-12.005654,50,55.730972
-8.061771,50,55.744317
-6.968838,50,55.757495
-15.204088,50,55.770783
-8.707341,50,55.7839
-20.750131,50,55.797055
-10.413954,50,55.810323
-11.949726,50,55.82361
-7.43901,50,55.837205
-10.860437,50,55.85043
-13.882887,50,55.863672
-17.669158,50,55.876839
-12.83252,50,55.890155
-10.11928,50,55.903441
-7.376045,50,55.916608
-15.473554,50,55.930358
-10.088288,50,55.943659
-16.952355,50,55.956809
-17.951724,50,55.96998
-13.579718,50,55.983082
-14.191138,50,55.996365
-8.259013,50,56.009591
-12.854364,50,56.022645
-12.732383,50,56.036887
-10.857223,50,56.050521
-14.172692,50,56.064137
-10.338646,50,56.077567
-18.621138,50,56.090949
-9.096389,50,56.66721
-8.842333,50,56.682283
-9.532238,50,56.699116
-14.393259,50,56.712959
-8.405436,50,56.72619
-10.45089,50,56.739753
-13.189968,50,56.753011
-11.243587,50,56.766112
-16.500443,50,56.779275
-14.139071,50,56.792603
-13.485421,50,56.805943
-12.414177,50,56.819102
-12.335978,50,56.832647
-15.047456,50,56.845909
-11.540566,50,56.85916
-9.281546,50,56.872268
-17.645063,50,56.885666
-15.006516,50,56.899017
-14.236265,50,56.91236
-10.59565,50,56.92564
-12.094984,50,56.939093
-16.433078,50,56.952235
-12.829481,50,56.965572
-12.603055,50,56.978847
-11.757379,50,56.992002
-14.206887,50,57.005216
-12.872716,50,57.018379
-12.124606,50,57.032088
-8.222691,50,57.045397
-12.554557,50,57.059246
-13.843439,50,57.072457
-15.291473,50,57.085752
-13.304897,50,57.09887
-15.218127,50,57.112239
-7.983138,50,57.128688
-12.742025,50,57.142499
-7.219874,50,57.155657
-16.092092,50,57.168681
-15.074876,50,57.181957
-8.287441,50,57.195148
-17.235233,50,57.20855
-7.840137,50,58.018703
-17.934147,50,58.038766
-10.722303,50,58.052478
-7.776057,50,58.065809
-14.798984,50,58.078999
-15.39223,50,58.092156
-15.81679,50,58.105445
-10.879376,50,58.118422
-11.913297,50,58.131593
-11.849451,50,58.145505
-7.89861,50,58.15874
-12.41189,50,58.172158
-12.279582,50,58.185359
-17.236612,50,58.198704
-19.951823,50,58.212043
-7.525521,50,58.225483
-10.715584,50,58.239308
-17.438692,50,58.252577
-16.656744,50,58.265885
-19.084852,50,58.279227
-17.007693,50,58.292496
-10.118382,50,58.305816
-10.838833,50,58.319189
-16.578666,50,58.332522
-7.584716,50,58.345983
-13.862343,50,58.359209
-11.199917,50,58.372463
-16.670777,50,58.385646
-13.634365,50,58.398899
-15.21069,50,58.412286
-7.224907,50,58.425528
-12.897315,50,58.439606
-15.697008,50,58.453107
-6.448549,50,58.466468
-8.522853,50,58.480004
-15.063742,50,58.493436
-8.109974,50,58.507085
-15.992087,50,58.520531
-11.656967,50,58.533919
-11.349347,50,58.547723
-14.278864,50,58.561157
-12.052313,50,59.387985
-11.882483,50,59.407853
-12.416144,50,59.422437
-12.303278,50,59.435917
-11.408792,50,59.449744
-9.258037,50,59.462915
-15.299729,50,59.476285
-13.267414,50,59.48957
-9.379368,50,59.50262
-15.809283,50,59.515877
-15.434258,50,59.529077
-13.495723,50,59.542852
-10.499911,50,59.556149
-17.779065,50,59.569363
-14.144414,50,59.58256
-11.899488,50,59.595825
-13.207652,50,59.609331
-6.681351,50,59.622831
-8.332563,50,59.636068
-12.130869,50,59.649931
-8.957111,50,59.663304
-22.369538,50,59.67655
-10.761093,50,59.689991
-14.379262,50,59.703291
-15.956789,50,59.716805
-13.756886,50,59.730145
-15.474106,50,59.744449
-11.654291,50,59.757793
-14.719915,50,59.771152
-10.667845,50,59.784357
-5.268225,50,59.797415
-7.995608,50,59.811161
-7.898759,50,59.824404
-9.119621,50,59.838454
-13.930397,50,59.852049
-11.99667,50,59.86511
-10.183025,50,59.878213
-12.731099,50,59.892199
-13.908602,50,59.905509
-11.476231,50,59.918896
-13.161794,50,60.721203
-4.942779,50,60.746468
-11.261883,50,60.764203
-8.621066,50,60.77787
-9.696454,50,60.791071
-9.685465,50,60.804259
-6.958806,50,60.817563
-6.409962,50,60.830568
-8.487954,50,60.84367
-12.56593,50,60.857083
-5.837248,50,60.870025
-13.499533,50,60.883087
-8.442227,50,60.896055
-12.07323,50,60.909286
-10.544131,50,60.922638
-13.234209,50,60.935865
-8.182677,50,60.949469
-14.982414,50,60.962288
-12.571652,50,60.975027
-11.421137,50,60.987747
-7.829158,50,61.000635
-11.835263,50,61.013785
-12.090983,50,61.026872
-6.441471,50,61.039918
-6.878186,50,61.053266
-17.244517,50,61.066346
-9.017302,50,61.079524
-15.881829,50,61.092674
-10.897653,50,61.105844
-9.815314,50,61.119237
-9.074575,50,61.132316
-12.410601,50,61.145802
-16.619452,50,61.158855
-9.566162,50,61.17171
-9.764356,50,61.184676
-9.216225,50,61.197467
-9.902418,50,61.21032
-20.539289,50,61.223461
-9.223657,50,61.236659
-15.301304,50,61.250252
-7.288988,50,61.263145
-13.950195,50,61.764817
-11.851226,50,61.778358
-13.100631,50,61.792136
-13.183511,50,61.807209
-10.473212,50,61.821199
-12.640663,50,61.835109
-7.453143,50,61.849156
-13.233822,50,61.862826
-12.36357,50,61.875973
-10.37494,50,61.889209
-10.60759,50,61.902412
-11.244591,50,61.915511
